ts,value,resource,scope
1707148932,0.038077777777778,resourcequotas,namespace
1707148932,0.04945967741935488,clusterroles,cluster
1707148932,0.39199999999999996,deployments,cluster
1707148932,0.0720000000000004,validatingwebhookconfigurations,cluster
1707148932,0.0248,admissionreports,cluster
1707148932,0.08600000000000012,secrets,namespace
1707148932,0.04538333333333341,leases,namespace
1707148932,0.04650000000000003,mutatingwebhookconfigurations,cluster
1707148932,0.19799999999999998,configmaps,cluster
1707148932,0.398,customresourcedefinitions,cluster
1707148932,0.046954545454545506,namespaces,cluster
1707148932,0.5919999999999999,websites,cluster
1707148932,0.04587499999999998,verticalpodautoscalercheckpoints,namespace
1707148932,0.0440357142857143,horizontalpodautoscalers,cluster
1707148932,0.06941666666666704,themes,cluster
1707148932,0.045671875000000084,clusterrings,cluster
1707148932,0.047833333333333304,horizontalpodautoscalers,namespace
1707148932,0.07074999999999995,nodes,cluster
1707148932,0.024800000000000003,limitranges,namespace
1707148932,0.024599999999999997,verticalpodautoscalers,namespace
1707148932,0.049499999999999995,clusteradmissionreports,cluster
1707148932,0.086,pods,namespace
1707148932,0.09899999999999999,ingresses,cluster
1707148932,0.39488235294117646,services,cluster
1707148932,0.0049499999999999995,events,namespace
