ts,value,resource,scope
1707146515,0.0360000000000002,mutatingwebhookconfigurations,resource
1707146515,0.04301785714285715,namespaces,resource
1707146515,0.02925000000000029,poddisruptionbudgets,resource
1707146515,0.03893750000000022,verticalpodautoscalers,resource
1707146515,0.04325000000000003,persistentvolumeclaims,resource
1707146515,0.026200000000000206,services,resource
1707146515,0.04128571428571441,deployments,resource
1707146515,0.04300000000000006,csidrivers,resource
1707146515,0.02360000000000001,horizontalpodautoscalers,resource
1707146515,0.042364864864864855,nodes,resource
1707146515,0.024733333333333333,cronjobs,resource
1707146515,0.042307692307692366,configmaps,resource
1707146515,0.029062499999999943,rolebindings,resource
1707146515,0.03966666666666688,storageclasses,resource
1707146515,0.02444444444444445,persistentvolumes,resource
1707146515,0.02388000000000001,priorityclasses,resource
1707146515,0.024370833333333335,roles,resource
1707146515,0.0400166666666666,customresourcedefinitions,resource
1707146515,0.024200000000000006,apiservices,resource
1707146515,0.03589705882352956,clusterrolebindings,resource
1707146515,0.04325000000000003,clusterinformations,resource
1707146515,0.0049499999999999995,kubecontrollersconfigurations,resource
1707146515,0.0664999999999999,pods,resource
1707146515,0.026769230769230684,serviceaccounts,resource
1707146515,0.025749999999999922,clusterroles,resource
1707146515,0.036041666666666736,daemonsets,resource
1707146515,0.046160305343511426,leases,resource
1707146515,0.030333333333333518,endpointslices,resource
1707146515,0.03362500000000017,endpoints,resource
1707146515,0.00495,websites,resource
1707146515,0.024030434782608707,networkpolicies,resource
1707146515,0.048999999999999995,volumeattachments,resource
1707146515,0.023133333333333346,validatingwebhookconfigurations,resource
1707146515,0.043644736842105236,secrets,resource
